RecordID,Date,Time,Address,Longitude,Latitude,Group
10701,2016-01-14,13:23:00,2925 STATE RD CUYAHOGA FALLS OH 44223,-81.5069273,41.1512911,Akron
10702,2016-01-30,09:30:00,2512 State Rd Cuyahoga Falls OH 44223,-81.5088786,41.1422468,Akron
10703,2016-03-29,12:15:00,2891 STATE RD CUYAHOGA FALLS OH 44223,-81.507724,41.149985,Akron
10704,2016-04-24,23:10:00,2341 25TH ST CUYAHOGA FALLS OH 44223,-81.5116499,41.1390635,Akron
10705,2016-06-29,15:15:00,3901 STATE RD CUYAHOGA FALLS OH 44223,-81.507189,41.177827,Akron
10706,2016-07-12,13:45:00,2611 STATE RD CUYAHOGA FALLS OH 44223,-81.5080917,41.1446404,Akron
10707,2016-07-21,09:55:00,67 W BATH RD CUYAHOGA FALLS OH 44223,-81.5127589,41.1586112,Akron
10708,2016-08-02,00:30:00,4149 State Rd CUYAHOGA FALLS OH 44223,-81.5075161,41.1843978,Akron
10709,2016-08-11,07:00:00,1915 SACKETT AVE CUYAHOGA FALLS OH 44223,-81.506109,41.131549,Akron
10710,2016-10-03,10:30:00,1931 13th St Cuyahoga Falls OH 44223,-81.498608,41.133468,Akron
10711,2016-10-06,23:00:00,3696 State Rd Cuyahoga Falls OH 44223,-81.5085532,41.1739741,Akron
10712,2016-10-18,18:05:00,4149 state road Cuyahoga Falls OH 44223,-81.5075161,41.1843978,Akron
10713,2016-11-09,16:00:00,70 MARC DR Cuyahoga Falls OH 44223,-81.505778,41.170374,Akron
10714,2016-11-10,12:35:00,171 GRAHAM RD APT 30 CUYAHOGA FALLS OH 44223,-81.502507,41.153678,Akron
10715,2016-11-18,12:55:00,3901 State Rd Cuyahoga Falls OH 44223,-81.507189,41.177827,Akron
10716,2016-12-12,15:55:00,1857 20TH ST CUYAHOGA FALLS OH 44223,-81.506004,41.13227,Akron
10717,2016-01-03,21:50:00,2218 Pinebrook Trl Cuyahoga Fls OH 44223,-81.525708,41.150228,Akron
10718,2016-03-15,11:25:00,1954 20th St Cuyahoga Fls OH 44223,-81.506587,41.134014,Akron
10719,2016-03-19,11:55:00,2020 State Rd Cuyahoga Fls OH 44223,-81.5089286,41.1350707,Akron
10720,2016-05-06,17:05:00,525 Meredith Ln Cuyahoga Fls OH 44223,-81.525798,41.146609,Akron
10721,2016-05-21,09:35:00,623 W Steels Corners Rd Cuyahoga Fls OH 44223,-81.531021,41.181925,Akron
10722,2016-06-24,10:25:00,2044 23rd St Cuyahoga Fls OH 44223,-81.5099639,41.1354643,Akron
10723,2016-06-30,12:15:00,2827 Northampton Rd Cuyahoga Fls OH 44223,-81.536722,41.159382,Akron
10724,2016-07-11,14:05:00,2496 State Rd Cuyahoga Fls OH 44223,-81.508923,41.141653,Akron
10725,2016-08-23,13:10:00,1035 BERWIN ST AKRON OH 44224,-81.5111493,41.1131809,Akron
10726,2016-06-05,11:45:00,4212-4260 Americana Drive Cuyahoga Falls OH 44224,-81.4935064,41.1912317,Akron
10727,2016-07-30,12:25:00,300 PLEASANT MEADOW BLVD CUYAHOGA FALLS OH 44224,-81.495173,41.1646829,Akron
10728,2016-09-23,11:55:00,3901 Lippmann Pkwy Cuyahoga Falls OH 44224,-81.5001755,41.1758967,Akron
10729,2016-12-01,10:55:00,4261 AMERICANA DR CUYAHOGA FALLS OH 44224,-81.49218,41.191097,Akron
10730,2016-12-22,13:55:00,4197 Americana Dr APT 325APT 325APT 325APT 325 Cuyahoga Falls OH 44224,-81.4921672,41.1882053,Akron
10731,2016-03-16,03:35:00,282 Pleasnt Medow Blvd Cuyahoga Fls OH 44224,-81.493776,41.165154,Akron
